TrilogyCampusName,ID,Provider Number,loc_code,CompetitorFacilityName,OwnerOperator,Address,City,State,Zip,Latitude,Longitude,GCAccuracy,ServiceLines,HC,AL,MC,IL,SMC,HC_DateOfRoomRates,HC_DateOfNextIncrease,HC_ExpectedRateIncrease,HC_PrivateRoomRate,HC_PrivateDeluxeRoomRate,HC_CompanionSemiPrivateRoomRate,HC_2ndPersonFee,HC_AdultDayRoomRate,HC_AdultNightRoomRate,HC_RehabToHomeRate,AL_DateOfRoomRates,AL_DateOfNextIncrease,AL_ExpectedRateIncrease,AL_StudioPrivateRoomRate,AL_StudioDeluxePrivateRoomRate,AL_1BRPrivateRoomRate,AL_2BRPrivateRoomRate,AL_StudioCompanionRoomRate,AL_1BRCompanionRoomRate,AL_2BRCompanionRoomRate,AL_2ndPersonFee,AL_AdultDayRoomRate,AL_AdultNightRoomRate,MC_DateOfRoomRates,MC_DateOfNextIncrease,MC_ExpectedRateIncrease,MC_ALStudioRoomRate,MC_ALCompanionRoomRate,MC_HCStudioRoomRate,MC_HCCompanionRoomRate,MC_2ndPersonFee,MC_AdultDayRoomRate,MC_AdultNightRoomRate,IL_DateOfRoomRates,IL_DateOfNextIncrease,IL_ExpectedRateIncrease,IL_VillaStudioPrivateRoomRate,IL_Villa1BRPrivateRoomRate,IL_Villa2BRPrivateRoomRate,IL_VillaStudioCompanionRoomRate,IL_Villa1BRCompanionRoomRate,IL_Villa2BRCompanionRoomRate,IL_Villa2ndPersonFee,IL_ILStudioRoomRate,IL_IL1BRRoomRate,IL_IL2BRRoomRate,IL_ILStudioCompanionRoomRate,IL_IL1BRCompanionRoomRate,IL_IL2BRCompanionRoomRate,IL_IL2ndPersonFee,IL_ILAdultDayRoomRate,IL_ILAdultNightRoomRate,SMC_DateOfRoomRates,SMC_DateOfNextIncrease,SMC_ExpectedRateIncrease,SMC_PrivateRoomRate,SMC_PrivateDeluxeRoomRate,SMC_CompanionRoomRate,SMC_2ndPersonFee,HC_Level1,HC_Level2,HC_Level3,HC_Level4,HC_CareLevelAdjustment,AL_Level1,AL_Level2,AL_Level3,AL_Level4,AL_Level5,AL_Level6,AL_CareLevelAdjustment,MC_Level1,MC_Level2,MC_Level3,MC_Level4,MC_Level5,MC_Level6,MC_CareLevelAdjustment,SMC_Level1,SMC_Level2,SMC_Level3,SMC_Level4,SMC_CareLevelAdjustment,HC_MedicationManagement,AL_CommunityFee,AL_DepositAmount,AL_MedicationManagement,MC_CommunityFee,MC_DepositAmount,MC_MedicationManagement,IL_CommunityFee,IL_DepositAmount,IL_MedicationManagement,SMC_MedicationManagement,IL_Comp_Weight,IL_Comp_Care_Adj,IL_Comp_Other_Adj,AL_Comp_Weight,AL_Comp_Care_Adj,AL_Comp_Other_Adj,AL/MC_Comp_Weight,AL/MC_Comp_Care_Adj,AL/MC_Comp_Other_Adj,HC_Comp_Weight,HC_Comp_Care_Adj,HC_Comp_Other_Adj,HC/MC_Comp_Weight,HC/MC_Comp_Care_Adj,HC/MC_Comp_Other_Adj,Origin,Destination,DrivingTime
Elkhart - 132,4155,155831,132,Briarcliff Health & Rehabilitation Center,,5024 Wern Ave,South Bend,IN,46619,41.67118,-86.31882,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.671180,-86.318820",33 mins
Elkhart - 132,6545,235594,132,West Woods Of Niles,,1211 Stateline Rd,Niles,MI,49120,41.76292,-86.24727,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.762920,-86.247270",33 mins
Elkhart - 132,6234,235069,132,Pinecrest Medical Care Facility,,Sheridan Rd,Powers,MI,49874,41.83919,-86.23436,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.839190,-86.234360",35 mins
Elkhart - 132,3913,155506,132,Sanctuary At Holy Cross,Trinity Health Services,17475 Dugdale Drive,South Bend,IN,46635,41.71334,-86.205446,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/1/2020,7/1/2021,,416,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.713340,-86.205446",29 mins
Elkhart - 132,15384,,132,Heritage Point,Mishawaka Care Group LLC,1215 Trinity Place,Mishawaka,IN,46530,41.707222,-86.167347,ROOFTOP,AL-MC,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,8/17/2023,1/1/2022,,4700,3900,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,2000,,0,,,,,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.707222,-86.167347",24 mins
Elkhart - 132,15379,,132,Northwood Village ,"True North Group, LLC",1409 East Day Road,Mishawaka,IN,46545,41.698243,-86.166152,ROOFTOP,AL-MC,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,8/16/2023,1/1/2024,,7030,6080,,,3380,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,1100,1500,,,,,,,,,,,,,,1500,0,Yes,,,,,0,0,0,0,0,0,0.45,-733.427,0,0,0,0,0,0,0,"41.695924,-85.958205","41.698243,-86.166152",22 mins
Elkhart - 132,15380,,132,Heritage House,Millers Merry Manor,1700 Waterfall Drive,Nappanee,IN,46550,41.455512,-85.980696,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,8/1/2022,11/1/2022,2,2855,3155,3255,3455,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,no,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.455512,-85.980696",34 mins
Elkhart - 132,15366,,132,Brentwood at Elkhart,Priority Life Community ,3109 East Bristol Street,Elkhart,IN,46514,41.701509,-85.931738,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,11/1/2024,1/1/2025,,3225,,4325,4575,,,,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1320,1920,2515,3120,3715,,,,,,,,,,,,,,,2220,,150 alternate pharmacy fee,,,,,,,,0,0,0,0.1,575,42,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.701509,-85.931738",5 mins
Elkhart - 132,15368,,132,Wellbrooke of South Bend ,Trilogy Health Services ,52565 Indiana 933,South Bend,IN,46637,41.729408,-86.251627,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,5/3/2018,1/1/2019,,300,,261,,,,250,5/2/2018,1/1/2019,,119,131,129,,80,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,50,75,,0,300,600,950,1500,,,,,,,,,,,,,,,,,1000,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.729408,-86.251627",31 mins
Elkhart - 132,15374,,132,Greencroft Goshen,Greencroft Communities,1820 Greencroft Boulevard,Goshen,IN,46526,41.563625,-85.81457,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,6/20/2025,1/1/2025,5,423,441,393,,,,,6/20/2025,1/1/2025,5,795,1589,3653,4464,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,75,90,,,,,,,,,,,,,,,,,included,500,1000,,,,,,,,,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,"41.695924,-85.958205","41.563625,-85.814570",30 mins
Elkhart - 132,21733,,132,Harmony at Elkhart,Harmony,1129 Parkway Avenue,Goshen,IN,46528,41.674607,-85.885809,RANGE_INTERPOLATED,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,6/19/2025,7/1/2025,5,3375,,4080,4650,,,,1375,250,,6/19/2025,7/1/2025,5,6625,7100,,,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1000,1400,1900,2400,,,600,1000,1400,1900,2400,,,,,,,,,3000,1000,,3000,1000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.674607,-85.885809",13 mins
Elkhart - 132,3719,155205,132,Greencroft Healthcare,,1225 Greencroft Blvd,Goshen,IN,46527,41.564869,-85.814491,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.564869,-85.814491",30 mins
Elkhart - 132,6548,235598,132,Riveridge Rehabilitation & Healthcare Center,,1333 Wells St,Niles,MI,49120,41.83715,-86.267541,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.837150,-86.267541",39 mins
Elkhart - 132,3823,155355,132,West Bend Nursing And Rehabilitation,,4600 W Washington Ave,South Bend,IN,46619,41.674086,-86.312046,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.674086,-86.312046",34 mins
Elkhart - 132,6370,235361,132,"Chalet Of Niles, Llc",,911 S 3rd St,Niles,MI,49120,41.819167,-86.251111,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.819167,-86.251111",35 mins
Elkhart - 132,4067,155738,132,"Milton Home, The",,206 E Marion,South Bend,IN,46601,41.681611,-86.257686,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.681611,-86.257686",33 mins
Elkhart - 132,21734,,132,Restoracy of Goshen,The Restoracy,1480 Sandpiper Lane,Goshen,IN,46526,41.567406,-85.85722,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,6/19/2025,1/1/2025,,339,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/19/2025,,,340,340,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.567406,-85.857220",24 mins
Elkhart - 132,15566,,132,"Silver Birch of Mishawaka
",,3630 Hickory Road,Mishawaka,IN,46545,41.693388,-86.195683,RANGE_INTERPOLATED,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,8/7/2019,,,2800,,3300,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,400,600,,,,,,,,,,,,,,,,,,100,0,Yes,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.693388,-86.195683",28 mins
Elkhart - 132,16603,,132,Elkhart Place,OPS,2024 County Road 24,Elkhart,IN,46517,41.64662,-85.999679,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,1/1/2023,1/1/2024,2,1300,,1700,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,1338,1885,2402,3010,3618,,,,,,,,,,,,,,,1500,0,0,,,,,,,,0,0,0,0.3,1027,104,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.646620,-85.999679",16 mins
Elkhart - 132,15510,,132,StoryPoint Granger,,6330 North Fir Road,Granger,IN,46530,41.718293,-86.162575,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,6/10/2025,,,4600,,5360,7500,,,,1100,,,6/10/2025,,,5320,4000,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,1662,2675,3575,4269,5846,,1275,2040,2975,4151,4848,6595,,,,,,,,4000,,Yes,4000,,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.718293,-86.162575",24 mins
Elkhart - 132,15513,,132,Brentwood at Niles,Priority Life Care,1147 South 3rd Street,Niles,MI,49120,41.815913,-86.251494,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,1/1/2025,,,4729,,5225,5660,,,,748,,,1/1/2025,,,4996,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,864,1042,1365,,,,525,864,1042,1365,,,,,,,,,,2000,0,Per level,2000,0,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.815913,-86.251494",36 mins
Elkhart - 132,15514,,132,Morningview Assisted Living Residences,Morning View Assisted Living LLV c/o Menora Financial Corp,475 North Niles Avenue,South Bend,IN,46617,41.681838,-86.245143,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,6/10/2025,,,6900,,,,5400,,,500,,,,,,6900,5400,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,0,0,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.681838,-86.245143",32 mins
Elkhart - 132,15511,,132,Cedarhurst at Edison Lakes ,Monticello/Cedarhurst management,1025 Park Place,Mishawaka,IN,46545,41.693841,-86.170487,ROOFTOP,"AL, AL-MC, IL",FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,6/26/2025,1/1/2024,,2950,,3650,4200,,,,0,,,6/26/2025,,,,,,,,,,6/26/2025,1/1/2024,,2700,3600,4100,,,,,2700,3600,4100,,,,1000,,,,,,,,,,,,,,,600,1000,1600,2200,2800,,,,,,,,,,,,,,,,2355,0,LOC 2,0,,,,1500,yes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.693841,-86.170487",24 mins
Elkhart - 132,15512,,132,Tanglewood ,GAHC3 Mishawaka IN ALF TRS SUB LLC,530 Tanglewood Lane,Mishawaka,IN,46545,41.701164,-86.190392,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,6/26/2025,,,3235,0,3700,4625,,,,810,,,6/26/2025,,,7000,5800,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,1295,1885,2590,3175,3765,,705,1295,1885,2590,3175,3765,,,,,,,,2355,0,Yes,2355,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.695924,-85.958205","41.701164,-86.190392",27 mins
Lexington WF - 2147,16594,,147,Preston Greens ,Discovery Senior Living & Bella Terra Senior Living ,1825 Little Herb Way,Lexington,KY,40509,38.027836,-84.408592,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,5/22/2025,1/1/2026,,4000,,5600,7025,,,,2000,,,5/22/2025,1/1/2026,,6599,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,900,1400,1800,2200,2700,,,,,,,,,,,,,,,2500,,,3500,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37.974259,-84.527588","38.027836,-84.408592",22 mins
Avon - 5166,3975,155620,166,Zionsville Meadows,ASN,2494 South Lebanon Street,Lebanon,IN,46052,40.035505,-86.470587,RANGE_INTERPOLATED,"AL, AL-MC, HC, IL",TRUE,TRUE,TRUE,TRUE,FALSE,1/1/2025,1/1/2023,,,,302,,,,,1/1/2025,1/1/2022,,2100,2355,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,3000,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","40.035505,-86.470587",30 mins
Avon - 5166,3912,155505,166,Robin Run Health Center,,554 W 62nd St,Indianapolis,IN,46268,39.86737,-86.24226,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.867370,-86.242260",22 mins
Avon - 5166,3803,155327,166,University Heights Health And Living Community,,1380 E County Line Rd S,Indianapolis,IN,46227,39.636761,-86.068292,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.636761,-86.068292",30 mins
Avon - 5166,3805,155329,166,Rosewalk Village,American Senior Communities,1302 North Lesley Avenue,Indianapolis,IN,46219,39.785838,-86.07196,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,6/20/2025,,,680,,265,,,,,6/20/2025,,,2500,2850,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,775,1250,1700,2250,2800,,,,,,,,,,,,,,Included,600,400,Extra fee,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.785838,-86.071960",32 mins
Avon - 5166,4076,155751,166,Meadow Lakes,American Senior Communities,1109 Hadley Road,Mooresville,IN,46158,39.610095,-86.33578,RANGE_INTERPOLATED,"AL, HC, IL, Skilled-M",TRUE,TRUE,FALSE,TRUE,TRUE,1/1/2024,1/1/2025,5,600,,306,,,,,1/1/2024,1/1/2025,5,3020,3125,3125,4015,,,,200,,,,,,,,,,,,,1/1/2024,1/1/2024,0,0,2200,2675,,,,,,,,,,,,,,1/1/2024,1/1/2025,5,,,311,,0,0,0,0,,775,1250,1700,2250,2800,3300,,,,,,,,,0,0,0,0,,0,2000,,0,,,,1570,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.610095,-86.335780",28 mins
Avon - 5166,4131,155807,166,Rural Health Care Center,,1747 N Rural St,Indianapolis,IN,46218,39.790632,-86.116453,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.790632,-86.116453",27 mins
Avon - 5166,4138,155814,166,Brooke Knoll Village,Magnolia Health,1108 Kingwood Drive,Avon,IN,46123,39.779728,-86.350429,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,6/24/2025,1/1/2025,2,389,0,314,0,0,0,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"39.777872,-86.340270","39.779728,-86.350429",3 mins
Avon - 5166,4160,155836,166,Cumberland Trace Health & Living Community,CarDon,1925 Reeves Road,Plainfield,IN,46168,39.680725,-86.372723,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,1/1/2024,1/1/2025,2,332,0,320,0,0,0,441,1/1/2024,1/1/2024,2,0,0,4090,4855,0,0,0,600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,450,850,1275,1700,,,,,,,,,,,,,,,,0,0,,yes,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.680725,-86.372723",19 mins
Avon - 5166,4082,155757,166,Rosegate Village,,7510 Rosegate Dr,Indianapolis,IN,46237,39.65851,-86.08114,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.658510,-86.081140",29 mins
Avon - 5166,4086,155761,166,Brownsburg Meadows,American Senior Communities,2 East Tilden Drive,Brownsburg,IN,46112,39.8365,-86.399662,ROOFTOP,"AL, AL-MC, HC",TRUE,TRUE,TRUE,FALSE,FALSE,,7/1/2021,1,245,0,240,0,0,0,0,,7/1/2021,0,2825,0,3310,4175,0,0,0,150,0,0,,7/1/2021,0,4550,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,700,1100,1500,2100,2550,3000,,500,1000,1500,2000,2500,0,,,,,,,,400,600,,400,600,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.836500,-86.399662",15 mins
Avon - 5166,3725,155211,166,"Waters Of Lebanon, The",Infinity Healthcare ,1585 Perry Worth Road,Lebanon,IN,46052,40.017941,-86.435602,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,1/1/2024,1/1/2025,3,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","40.017941,-86.435602",31 mins
Avon - 5166,3727,155215,166,Plainfield Health Care Center,,3700 Clarks Creek Rd,Plainfield,IN,46168,39.706886,-86.371027,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.706886,-86.371027",15 mins
Avon - 5166,3812,155336,166,Decatur Township Center,,4851 Tincher Rd,Indianapolis,IN,46221,39.693746,-86.250599,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.693746,-86.250599",19 mins
Avon - 5166,3813,155338,166,Manorcare Health Services - Prestwick,,445 S County Rd 525 E,Avon,IN,46123,39.75578,-86.43241,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.755780,-86.432410",13 mins
Avon - 5166,3736,155226,166,North Capitol Nursing & Rehabilitation Center,,2010 N Capitol Ave,Indianapolis,IN,46202,39.793286,-86.161612,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.793286,-86.161612",26 mins
Avon - 5166,3942,155564,166,Miller's Merry Manor,Miller's Health Systems,259 West Harrison Street,Mooresville,IN,46158,39.611248,-86.381373,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,1/1/2024,1/1/2025,5,392,460,268,,50,,430,2/1/2024,1/1/2025,2,1979,,2354,,,,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,750,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.611248,-86.381373",25 mins
Avon - 5166,3745,155236,166,Avon Health and Living ,TLC Management,76 North Avon Avenue,Avon,IN,46123,39.7633,-86.400229,ROOFTOP,"AL, HC, IL, Skilled-M",TRUE,TRUE,FALSE,TRUE,TRUE,6/1/2025,1/1/2025,2,420,0,291,0,0,0,349,6/1/2025,1/1/2025,2,0,0,3880,4095,0,,,800,0,0,,1/3/2020,2,,,,,,,,6/1/2025,,,0,2875,3055,,,0,,0,2875,3055,,,,,,,6/1/2025,,,0,0,300,,0,0,0,0,,0,500,1000,1500,0,0,,,,,,,,,,,,,,0,1500,500,0,,,,500,,,,0,0,0,0,0,0,0,86.2596,0,0,0,0,0,0,0,"39.777872,-86.340270","39.763300,-86.400229",10 mins
Avon - 5166,3746,155237,166,Bethany Village,,3518 S Shelby St,Indianapolis,IN,46227,39.71479,-86.14043,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.714790,-86.140430",26 mins
Avon - 5166,3643,155041,166,Northwest Manor Health Care Center,,6440 W 34th St,Indianapolis,IN,46224,39.81629,-86.266463,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.777872,-86.340270","39.816290,-86.266463",14 mins
